page	col	index	font	text
50	1	9	MyriadPro-SemiboldCond	23432 Lec 6:00-8:50 PM T Th  Imara OFFSITE Merritt
50	1	10	MyriadPro-It	"  Class meets at Eastside Art Alliance Cultural Center 2277 International Blvd, 
"
50	1	11	MyriadPro-It	Oakland, CA 94606
50	1	12	AGaramondPro-BoldItalic	ANTHROPOLOGY ANTHR
50	1	13	MyriadPro-Bold	"**  1 INTRODUCTION TO PHYSICAL 
"
50	1	14	MyriadPro-Bold	ANTHROPOLOGY3 UNITS
50	1	15	AGaramondPro-Regular	 Study of human beings and their ancestors
50	1	16	MyriadPro-Cond	22197 Lec    Garcia ONLINE Merritt
50	1	17	MyriadPro-It	"  Online class. This class has no required online meetings. Students are expected 
"
50	1	18	MyriadPro-It	"to log into their course multiple times a week and complete learning activities as 
"
50	1	19	MyriadPro-It	"directed. To access Peralta e-mail and Canvas, please visit https://web.peralta.
"
50	1	20	MyriadPro-It	edu/portal/.
50	1	21	MyriadPro-Cond	22366 Lec    Valkenier ONLINE Merritt
50	1	22	MyriadPro-It	"  Online class. This class has no required online meetings. Students are expected 
"
50	1	23	MyriadPro-It	"to log into their course multiple times a week and complete learning activities as 
"
50	1	24	MyriadPro-It	"directed. To access Peralta e-mail and Canvas, please visit https://web.peralta.
"
50	1	25	MyriadPro-It	edu/portal/.
50	1	26	MyriadPro-Bold	"**  1L PHYSICAL ANTHROPOLOGY 
"
50	1	27	MyriadPro-Bold	LABORATORY1 UNIT
50	1	28	AGaramondPro-Regular	 Adjunct laboratory to ANTHR 1
50	1	29	MyriadPro-Regular	 PREREQUISITE OR COREQUISITE: ANTHR 1
50	1	30	MyriadPro-Cond	22375 Lab    Garcia ONLINE Merritt
50	1	31	MyriadPro-It	"  Online class. This class has no required online meetings. Students are expected 
"
50	1	32	MyriadPro-It	"to log into their course multiple times a week and complete learning activities as 
"
50	1	33	MyriadPro-It	"directed. To access Peralta e-mail and Canvas, please visit https://web.peralta.
"
50	1	34	MyriadPro-It	edu/portal/.
50	1	35	MyriadPro-Bold	"**  3 INTRODUCTION TO SOCIAL AND 
"
50	1	36	MyriadPro-Bold	CUL TURAL ANTHROPOLOGY3 UNITS
50	1	37	AGaramondPro-Regular	" Cross-cultural analysis of social and cultural factors of 
"
50	1	38	AGaramondPro-Regular	human behavior in the recent past and present
50	1	39	MyriadPro-Cond	22198 Lec    Valkenier ONLINE Merritt
50	1	40	MyriadPro-It	"  Online class. This class has no required online meetings. Students are expected 
"
50	1	41	MyriadPro-It	"to log into their course multiple times a week and complete learning activities as 
"
50	1	42	MyriadPro-It	"directed. To access Peralta e-mail and Canvas, please visit https://web.peralta.
"
50	1	43	MyriadPro-It	edu/portal/.
50	1	44	MyriadPro-Bold	"**  5 AMERICAN INDIAN HISTORY AND 
"
50	1	45	MyriadPro-Bold	CUL TURE3 UNITS
50	1	46	AGaramondPro-Regular	 Survey of North American Indians
50	1	47	MyriadPro-Cond	22503 Lec    Garcia ONLINE Merritt
50	1	48	MyriadPro-It	"  Online class. This class has no required online meetings. Students are expected 
"
50	1	49	MyriadPro-It	"to log into their course multiple times a week and complete learning activities as 
"
50	1	50	MyriadPro-It	"directed. To access Peralta e-mail and Canvas, please visit https://web.peralta.
"
50	1	51	MyriadPro-It	edu/portal/.
50	1	52	AGaramondPro-BoldItalic	ART ART
50	1	53	MyriadPro-Bold	**  1 INTRODUCTION TO ART HISTORY 3 UNITS
50	1	54	AGaramondPro-Regular	 Introduction to art purposes, principles and forms
50	1	55	MyriadPro-Cond	22199 Lec    Jones ONLINE Merritt
50	1	56	MyriadPro-It	"  Online class. This class has no required online meetings. Students are expected 
"
50	1	57	MyriadPro-It	"to log into their course multiple times a week and complete learning activities as 
"
50	1	58	MyriadPro-It	"directed. To access Peralta e-mail and Canvas, please visit https://web.peralta.
"
50	1	59	MyriadPro-It	edu/portal/.
50	1	60	MyriadPro-Cond	22364 Lec    Medvedev ONLINE Merritt
50	2	61	MyriadPro-It	"  Online class. This class has no required online meetings. Students are expected 
"
50	2	62	MyriadPro-It	"to log into their course multiple times a week and complete learning activities as 
"
50	2	63	MyriadPro-It	"directed. To access Peralta e-mail and Canvas, please visit https://web.peralta.
"
50	2	64	MyriadPro-It	edu/portal/.
50	2	65	MyriadPro-Cond	22407 Lec    Medvedev ONLINE Merritt
50	2	66	MyriadPro-It	"  Online class. This class has no required online meetings. Students are expected 
"
50	2	67	MyriadPro-It	"to log into their course multiple times a week and complete learning activities as 
"
50	2	68	MyriadPro-It	"directed. To access Peralta e-mail and Canvas, please visit https://web.peralta.
"
50	2	69	MyriadPro-It	edu/portal/.
50	2	70	MyriadPro-Cond	22570 Lec    Jones ONLINE Merritt
50	2	71	MyriadPro-It	"  Online class. This class has no required online meetings. Students are expected 
"
50	2	72	MyriadPro-It	"to log into their course multiple times a week and complete learning activities as 
"
50	2	73	MyriadPro-It	"directed. To access Peralta e-mail and Canvas, please visit https://web.peralta.
"
50	2	74	MyriadPro-It	edu/portal/.
50	2	75	MyriadPro-Bold	"**  7 HISTORY OF AFRICAN AMERICAN ART 
"
50	2	76	MyriadPro-Bold	(PAST TO PRESENT)3 UNITS
50	2	77	AGaramondPro-Regular	" Development of the African American visual artist in the 
"
50	2	78	AGaramondPro-Regular	Americas
50	2	79	MyriadPro-Cond	22367 Lec    Warren ONLINE Merritt
50	2	80	MyriadPro-It	"  Online class. This class has no required online meetings. Students are expected 
"
50	2	81	MyriadPro-It	"to log into their course multiple times a week and complete learning activities as 
"
50	2	82	MyriadPro-It	"directed. To access Peralta e-mail and Canvas, please visit https://web.peralta.
"
50	2	83	MyriadPro-It	edu/portal/.
50	2	84	MyriadPro-Bold	"**  20 BEGINNING DRAWING AND 
"
50	2	85	MyriadPro-Bold	COMPOSITION3 UNITS
50	2	86	AGaramondPro-Regular	 Freehand drawing with various media
50	2	87	MyriadPro-Cond	22363 Lab    Metcalf ONLINE Merritt
50	2	88	MyriadPro-It	"  Online class.  All course content will be available through Canvas. Students 
"
50	2	89	MyriadPro-It	"should have regular access to internet and be comfortable with using online 
"
50	2	90	MyriadPro-It	"technologies. Optional weekly lab meetings will be scheduled to meet on 
"
50	2	91	MyriadPro-It	"campus beginning the second week of the semester.  Day and time will be 
"
50	2	92	MyriadPro-It	"determined through student survey.   All instructions and communications will 
"
50	2	93	MyriadPro-It	"be sent to Peralta student email accounts. To access your student email, go to 
"
50	2	94	MyriadPro-It	portal.peralta.edu
50	2	95	MyriadPro-Cond	  Lec    Metcalf ONLINE Merritt
50	2	96	MyriadPro-Bold	"**  25 FUNDAMENTALS OF FIGURE 
"
50	2	97	MyriadPro-Bold	DRAWING AND COMPOSITION2 UNITS
50	2	98	AGaramondPro-Regular	" Understanding the figure from quick sketches to long 
"
50	2	99	AGaramondPro-Regular	careful studies of the live model
50	2	100	MyriadPro-Cond	"22319 Lab 3:00-5:50 PM T Lu A122 Merritt
"
50	2	101	MyriadPro-Cond	  Lec 2:00-2:50 PM T Lu A122 Merritt
50	2	102	MyriadPro-Bold	"**  26 CONTINUING FIGURE DRAWING AND 
"
50	2	103	MyriadPro-Bold	COMPOSITION2 UNITS
50	2	104	AGaramondPro-Regular	 Continuing drawing from the live model
50	2	105	MyriadPro-Cond	"22213 Lab 3:00-5:50 PM T Lu A122 Merritt
"
50	2	106	MyriadPro-Cond	  Lec 2:00-2:50 PM T Lu A122 Merritt
50	2	107	MyriadPro-Bold	**  27 INTERMEDIATE FIGURE DRAWING 3 UNITS
50	2	108	AGaramondPro-Regular	" Continued development of knowledge and skills intro -
"
50	2	109	AGaramondPro-Regular	duced in Art 137
50	2	110	MyriadPro-Cond	"22215 Lab 4:00-7:50 PM T Lu A122 Merritt
"
50	2	111	MyriadPro-Cond	  Lec 2:00-3:50 PM T Lu A122 Merritt
50	2	112	MyriadPro-Bold	"**  28 ADVANCED FIGURE DRAWING AND 
"
50	2	113	MyriadPro-Bold	COMPOSITION3 UNITS
50	2	114	AGaramondPro-Regular	 Advanced drawing from the live model
50	2	115	MyriadPro-Cond	"22217 Lab 4:00-7:50 PM T Lu A122 Merritt
"
50	2	116	MyriadPro-Cond	  Lec 2:00-3:50 PM T Lu A122 Merritt
51	1	1	MyriadPro-Bold	"*  29 SPECIAL PROJECTS: FIGURE 
"
51	1	2	MyriadPro-Bold	DRAWING2 UNITS
51	1	3	AGaramondPro-Regular	" Continued study and development of special projects in 
"
51	1	4	AGaramondPro-Regular	figure drawing from the live model
51	1	5	MyriadPro-Cond	"22209 Lab 3:00-5:50 PM T Lu A122 Merritt
"
51	1	6	MyriadPro-Cond	  Lec 2:00-2:50 PM T Lu A122 Merritt
51	1	7	MyriadPro-Bold	**  35 BEGINNING PORTRAITURE 2 UNITS
51	1	8	AGaramondPro-Regular	 Drawing portraits from the live model
51	1	9	MyriadPro-Cond	"22350 Lab 10:30-1:20 PM T Villicana A122 Merritt
"
51	1	10	MyriadPro-Cond	  Lec 9:30-10:20 AM T Villicana A122 Merritt
51	1	11	MyriadPro-Bold	**  36 CONTINUING PORTRAITURE 2 UNITS
51	1	12	AGaramondPro-Regular	 Drawing portraits from the live model
51	1	13	MyriadPro-Cond	"22352 Lab 10:30-1:20 PM T Villicana A122 Merritt
"
51	1	14	MyriadPro-Cond	  Lec 9:30-10:20 AM T Villicana A122 Merritt
51	1	15	MyriadPro-Bold	*  39 SPECIAL PROJECTS: PORTRAITURE 2 UNITS
51	1	16	AGaramondPro-Regular	" Development of an individual style and portfolio of 
"
51	1	17	AGaramondPro-Regular	consistent works suitable for an exhibition
51	1	18	MyriadPro-Cond	"22354 Lab 10:30-1:20 PM T Villicana A122 Merritt
"
51	1	19	MyriadPro-Cond	  Lec 9:30-10:20 AM T Villicana A122 Merritt
51	1	20	MyriadPro-Bold	**  60 BEGINNING PAINTING:  WATERCOLOR 2 UNITS
51	1	21	AGaramondPro-Regular	" Fundamentals of washes, brushwork, color, and special 
"
51	1	22	AGaramondPro-Regular	effects
51	1	23	MyriadPro-Cond	"22201 Lab 12:00-2:50 PM F Villicana A122 Merritt
"
51	1	24	MyriadPro-Cond	  Lec 11:00-11:50 AM F Villicana A122 Merritt
51	1	25	MyriadPro-Bold	**  61 CONTINUING PAINTING:  
51	1	26	MyriadPro-Bold	WATERCOLOR2 UNITS
51	1	27	AGaramondPro-Regular	" Continued development of skills, techniques, and content 
"
51	1	28	AGaramondPro-Regular	in watercolor painting
51	1	29	MyriadPro-Cond	"22203 Lab 12:00-2:50 PM F Villicana A122 Merritt
"
51	1	30	MyriadPro-Cond	  Lec 11:00-11:50 AM F Villicana A122 Merritt
51	1	31	MyriadPro-Bold	"**  62 INTERMEDIATE PAINTING:  
"
51	1	32	MyriadPro-Bold	WATERCOLOR3 UNITS
51	1	33	AGaramondPro-Regular	" Intermediate level development of skills, techniques, and 
"
51	1	34	AGaramondPro-Regular	content in watercolor painting
51	1	35	MyriadPro-Cond	"22205 Lab 12:00-3:50 PM F Villicana A122 Merritt
"
51	1	36	MyriadPro-Cond	  Lec 10:00-11:50 AM F Villicana A122 Merritt
51	1	37	MyriadPro-Bold	**  63 ADVANCED PAINTING:  WATERCOLOR 3 UNITS
51	1	38	AGaramondPro-Regular	" Advanced watercolor painting skills, techniques, and 
"
51	1	39	AGaramondPro-Regular	content
51	1	40	MyriadPro-Cond	"22207 Lab 12:00-3:50 PM F Villicana A122 Merritt
"
51	1	41	MyriadPro-Cond	  Lec 10:00-11:50 AM F Villicana A122 Merritt
51	1	42	MyriadPro-Bold	"*  64 SPECIAL PROJECTS:  WATERCOLOR 
"
51	1	43	MyriadPro-Bold	PAINTING2 UNITS
51	1	44	AGaramondPro-Regular	" Continued study and skill development in advanced 
"
51	1	45	AGaramondPro-Regular	watercolor projects
51	1	46	MyriadPro-Cond	"22211 Lab 12:00-2:50 PM F Villicana A122 Merritt
"
51	1	47	MyriadPro-Cond	  Lec 11:00-11:50 AM F Villicana A122 Merritt
51	1	48	MyriadPro-Bold	**  80 BEGINNING CERAMICS 3 UNITS
51	1	49	AGaramondPro-Regular	 Introduction to ceramics
51	1	50	MyriadPro-Cond	22674 Lab 12:00-3:50 PM W Staff A133 Merritt
51	2	51	MyriadPro-Cond	  Lec 10:00-11:50 AM W Staff A133 Merritt
51	2	52	MyriadPro-Bold	**  82 INTERMEDIATE CERAMICS 3 UNITS
51	2	53	AGaramondPro-Regular	 Continuation of ART 81
51	2	54	MyriadPro-Cond	"22676 Lab 12:00-3:50 PM W Staff A133 Merritt
"
51	2	55	MyriadPro-Cond	  Lec 10:00-11:50 AM W Staff A133 Merritt
51	2	56	MyriadPro-Bold	**  83 ADVANCED CERAMICS 3 UNITS
51	2	57	AGaramondPro-Regular	 Continuation of ART 82
51	2	58	MyriadPro-Cond	"22678 Lab 12:00-3:50 PM W Staff A133 Merritt
"
51	2	59	MyriadPro-Cond	  Lec 10:00-11:50 AM W Staff A133 Merritt
51	2	60	MyriadPro-Bold	*  84 SPECIAL PROJECTS: CERAMICS 2 UNITS
51	2	61	AGaramondPro-Regular	" Exploration and experimentation in special areas of 
"
51	2	62	AGaramondPro-Regular	ceramics
51	2	63	MyriadPro-Cond	"22680 Lab 11:00-1:50 PM W Staff A133 Merritt
"
51	2	64	MyriadPro-Cond	"  Lec 10:00-10:50 AM W Staff A133 Merritt
"
51	2	65	MyriadPro-Cond	"22684 Lab 11:00-1:50 PM T Thomas A133 Merritt
"
51	2	66	MyriadPro-Cond	  Lec 10:00-10:50 AM T Thomas A133 Merritt
51	2	67	MyriadPro-Bold	"**  88 SPECIAL PROJECTS:  CERAMIC 
"
51	2	68	MyriadPro-Bold	SCULPTURE2 UNITS
51	2	69	AGaramondPro-Regular	" Independent exploration and experimentation in the 
"
51	2	70	AGaramondPro-Regular	special area of ceramic sculpture
51	2	71	MyriadPro-Cond	"22682 Lab 11:00-1:50 PM T Thomas A133 Merritt
"
51	2	72	MyriadPro-Cond	  Lec 10:00-10:50 AM T Thomas A133 Merritt
51	2	73	MyriadPro-Bold	"**  137 BEGINNING FIGURE DRAWING AND 
"
51	2	74	MyriadPro-Bold	COMPOSITION3 UNITS
51	2	75	AGaramondPro-Regular	" Introduction to drawing the human figure from observa -
"
51	2	76	AGaramondPro-Regular	tion using a wide variety of drawing media and techniques
51	2	77	MyriadPro-Cond	"22431 Lab 4:00-7:50 PM T Lu A122 Merritt
"
51	2	78	MyriadPro-Cond	  Lec 2:00-3:50 PM T Lu A122 Merritt
51	2	79	MyriadPro-Bold	**  166 BEGINNING BOTANICAL DRAWING 2 UNITS
51	2	80	AGaramondPro-Regular	 Exploration through drawing of basic plant structures
51	2	81	MyriadPro-Cond	22342 Lab    Metcalf ONLINE Merritt
51	2	82	MyriadPro-It	"  Online class.  All course content will be available through Canvas. Students 
"
51	2	83	MyriadPro-It	"should have regular access to internet and be comfortable with using online 
"
51	2	84	MyriadPro-It	"technologies. Optional weekly lab meetings will be scheduled to meet on 
"
51	2	85	MyriadPro-It	"campus beginning the second week of the semester.  Day and time will be 
"
51	2	86	MyriadPro-It	"determined through student survey.   All instructions and communications will 
"
51	2	87	MyriadPro-It	"be sent to Peralta student email accounts. To access your student email, go to 
"
51	2	88	MyriadPro-It	portal.peralta.edu
51	2	89	MyriadPro-Cond	"  Lec    Metcalf ONLINE Merritt
"
51	2	90	MyriadPro-Cond	22519 Lab    Metcalf ONLINE Merritt
51	2	91	MyriadPro-It	"  Online class.  All course content will be available through Canvas. Students 
"
51	2	92	MyriadPro-It	"should have regular access to internet and be comfortable with using online 
"
51	2	93	MyriadPro-It	"technologies. Optional weekly lab meetings will be scheduled to meet on 
"
51	2	94	MyriadPro-It	"campus beginning the second week of the semester.  Day and time will be 
"
51	2	95	MyriadPro-It	"determined through student survey.   All instructions and communications will 
"
51	2	96	MyriadPro-It	"be sent to Peralta student email accounts. To access your student email, go to 
"
51	2	97	MyriadPro-It	portal.peralta.edu
51	2	98	MyriadPro-Cond	  Lec    Metcalf ONLINE Merritt
51	2	99	MyriadPro-Bold	**  167 CONTINUING BOTANICAL DRAWING 2 UNITS
51	2	100	AGaramondPro-Regular	 Continuation of ART 166
51	2	101	MyriadPro-Cond	22335 Lab    Metcalf ONLINE Merritt
51	2	102	MyriadPro-It	"  Online class.  All course content will be available through Canvas. Students 
"
51	2	103	MyriadPro-It	"should have regular access to internet and be comfortable with using online 
"
51	2	104	MyriadPro-It	"technologies. Optional weekly lab meetings will be scheduled to meet on 
"
51	2	105	MyriadPro-It	"campus beginning the second week of the semester.  Day and time will be 
"
51	2	106	MyriadPro-It	"determined through student survey.   All instructions and communications will 
"
51	2	107	MyriadPro-It	be sent to Peralta student email accounts. To access your student email, go to 
52	1	1	MyriadPro-Cond	  Lec    Metcalf ONLINE Merritt
52	1	2	MyriadPro-Bold	**  168 ADVANCED BOTANICAL DRAWING 2 UNITS
52	1	3	AGaramondPro-Regular	 Continuation of ART 167
52	1	4	MyriadPro-Cond	22337 Lab    Metcalf ONLINE Merritt
52	1	5	MyriadPro-It	"  Online class.  All course content will be available through Canvas. Students 
"
52	1	6	MyriadPro-It	"should have regular access to internet and be comfortable with using online 
"
52	1	7	MyriadPro-It	"technologies. Optional weekly lab meetings will be scheduled to meet on 
"
52	1	8	MyriadPro-It	"campus beginning the second week of the semester.  Day and time will be 
"
52	1	9	MyriadPro-It	"determined through student survey.   All instructions and communications will 
"
52	1	10	MyriadPro-It	"be sent to Peralta student email accounts. To access your student email, go to 
"
52	1	11	MyriadPro-It	portal.peralta.edu
52	1	12	MyriadPro-Cond	  Lec    Metcalf ONLINE Merritt
52	1	13	MyriadPro-Bold	"**  169 SPECIAL PROJECTS BOTANICAL 
"
52	1	14	MyriadPro-Bold	DRAWING2 UNITS
52	1	15	AGaramondPro-Regular	 Exploration through drawing of basic plant structures
52	1	16	MyriadPro-Regular	 PREREQUISITE:ART 168
52	1	17	MyriadPro-Cond	22339 Lab    Metcalf ONLINE Merritt
52	1	18	MyriadPro-It	"  Online class.  All course content will be available through Canvas. Students 
"
52	1	19	MyriadPro-It	"should have regular access to internet and be comfortable with using online 
"
52	1	20	MyriadPro-It	"technologies. Optional weekly lab meetings will be scheduled to meet on 
"
52	1	21	MyriadPro-It	"campus beginning the second week of the semester.  Day and time will be 
"
52	1	22	MyriadPro-It	"determined through student survey.   All instructions and communications will 
"
52	1	23	MyriadPro-It	"be sent to Peralta student email accounts. To access your student email, go to 
"
52	1	24	MyriadPro-It	portal.peralta.edu
