page	col	index	font	text
52	1	34	MyriadPro-It	"unless published earlier by your instructor. Questions? Contact your instructor at 
"
52	1	35	MyriadPro-It	"jcrutison@peralta.edu.All instructions and communications for this class will be 
"
52	1	36	MyriadPro-It	"sent to Peralta student email accounts. To access your student email account, 
"
52	1	37	MyriadPro-It	"go to www.peralta.edu and click on ""For Students"" on the left side. Then select 
"
52	1	38	MyriadPro-It	"""Student Email” ."
52	1	39	MyriadPro-Bold	"**  18 AFRICAN HERITAGE OF LATIN 
"
52	1	40	MyriadPro-Bold	AMERICA3 UNITS
52	1	41	AGaramondPro-Regular	" Survey of the influence of African people throughout 
"
52	1	42	AGaramondPro-Regular	Latin America
52	1	43	MyriadPro-Cond	21497 Lec    Staff ONLINE Laney
52	1	44	MyriadPro-It	"  This class is a fully online course with no required on-campus or Zoom meetings.  
"
52	1	45	MyriadPro-It	"All instruction will be provided via the internet through the college learning 
"
52	1	46	MyriadPro-It	"management system Canvas. Under the days and times column, the schedule 
"
52	1	47	MyriadPro-It	"for this course reads “to be announced (TBA)” but there will NOT be any meet -
"
52	1	48	MyriadPro-It	"ings announced.Classes you are registered for will appear in Canvas on the first 
"
52	1	49	MyriadPro-It	"day of class unless published earlier by your instructor. Questions? Contact your 
"
52	1	50	MyriadPro-It	"instructor at __________@peralta.edu.All instructions and communications for 
"
52	1	51	MyriadPro-It	"this class will be sent to Peralta student email accounts. To access your student 
"
52	1	52	MyriadPro-It	"email account, go to www.peralta.edu and click on ""For Students"" on the left 
"
52	1	53	MyriadPro-It	"side. Then select ""Student Email” ."
52	1	54	MyriadPro-Bold	"**  26 AFRICAN AMERICAN CUL TURE: BLACK 
"
52	1	55	MyriadPro-Bold	MUSIC, ART, AND LITERATURE3 UNITS
52	1	56	AGaramondPro-Regular	 Survey of current major black works and themes
52	1	57	MyriadPro-Cond	21533 Lec    Williams ONLINE Laney
52	1	58	MyriadPro-It	"  This lecture section for this course is fully online with no required on-campus 
"
52	1	59	MyriadPro-It	"or Zoom meetings.  All instruction will be provided via the internet through 
"
52	1	60	MyriadPro-It	"the college learning management system Canvas. Under the days and times 
"
52	1	61	MyriadPro-It	"column, the schedule for this course reads “to be announced (TBA)” but there 
"
52	1	62	MyriadPro-It	"will NOT be any meetings announced.Classes you are registered for will appear 
"
52	1	63	MyriadPro-It	"in Canvas on the first day of class unless published earlier by your instructor. 
"
52	1	64	MyriadPro-It	"Questions? Contact your instructor at ewilliams@peralta.edu.All instructions 
"
52	1	65	MyriadPro-It	"and communications for this class will be sent to Peralta student email accounts. 
"
52	1	66	MyriadPro-It	"To access your student email account, go to www.peralta.edu and click on ""For 
"
52	1	67	MyriadPro-It	"Students"" on the left side. Then select ""Student Email” ."
52	2	68	MyriadPro-Cond	23429 Lec    Williams ONLINE Laney
52	2	69	MyriadPro-It	"  Note: This class is partially on campus at the times and in the location listed 
"
52	2	70	MyriadPro-It	"and partially online. All Laney buildings begin with L in the schedule.The online 
"
52	2	71	MyriadPro-It	"portion of the class will not have set meeting times. Classes you are registered 
"
52	2	72	MyriadPro-It	"for will appear in Canvas on the first day of class unless published earlier by 
"
52	2	73	MyriadPro-It	"your instructor. Questions? Contact your instructor at ewilliams@peralta.edu.
"
52	2	74	MyriadPro-It	"All instructions and communications for this class will be sent to Peralta student 
"
52	2	75	MyriadPro-It	"email accounts. To access your student email account, go to www.peralta.edu 
"
52	2	76	MyriadPro-It	"and click on ""For Students"" on the left side. Then select ""Student Email” ."
52	2	77	MyriadPro-Cond	23429 Lec 9:30-10:45 AM W Williams E207 Laney
52	2	78	MyriadPro-It	"  Note: This class is partially on campus at the times and in the location listed 
"
52	2	79	MyriadPro-It	"and partially online. All Laney buildings begin with L in the schedule.The online 
"
52	2	80	MyriadPro-It	"portion of the class will not have set meeting times. Classes you are registered 
"
52	2	81	MyriadPro-It	"for will appear in Canvas on the first day of class unless published earlier by 
"
52	2	82	MyriadPro-It	"your instructor. Questions? Contact your instructor at ewilliams@peralta.edu.
"
52	2	83	MyriadPro-It	"All instructions and communications for this class will be sent to Peralta student 
"
52	2	84	MyriadPro-It	"email accounts. To access your student email account, go to www.peralta.edu 
"
52	2	85	MyriadPro-It	"and click on ""For Students"" on the left side. Then select ""Student Email” ."
52	2	86	MyriadPro-Bold	"**  29 AFRICAN-AMERICAN EXPERIENCE 
"
52	2	87	MyriadPro-Bold	THROUGH FILMS3 UNITS
52	2	88	AGaramondPro-Regular	" African-American historical and cultural experience in 
"
52	2	89	AGaramondPro-Regular	the United States
52	2	90	MyriadPro-Cond	23457 Lec    Williams ONLINE Laney
52	2	91	MyriadPro-It	"  This lecture section for this course is fully online with no required on-campus 
"
52	2	92	MyriadPro-It	"or Zoom meetings.  All instruction will be provided via the internet through 
"
52	2	93	MyriadPro-It	"the college learning management system Canvas. Under the days and times 
"
52	2	94	MyriadPro-It	"column, the schedule for this course reads “to be announced (TBA)” but there 
"
52	2	95	MyriadPro-It	"will NOT be any meetings announced.Classes you are registered for will appear 
"
52	2	96	MyriadPro-It	"in Canvas on the first day of class unless published earlier by your instructor. 
"
52	2	97	MyriadPro-It	"Questions? Contact your instructor at ewilliams@peralta.edu.All instructions 
"
52	2	98	MyriadPro-It	"and communications for this class will be sent to Peralta student email accounts. 
"
52	2	99	MyriadPro-It	"To access your student email account, go to www.peralta.edu and click on ""For 
"
52	2	100	MyriadPro-It	"Students"" on the left side. Then select ""Student Email” ."
52	2	101	MyriadPro-Cond	23457 Lec    Williams ONLINE Laney
52	2	102	MyriadPro-It	"  This lecture section for this course is fully online with no required on-campus 
"
52	2	103	MyriadPro-It	"or Zoom meetings.  All instruction will be provided via the internet through 
"
52	2	104	MyriadPro-It	"the college learning management system Canvas. Under the days and times 
"
52	2	105	MyriadPro-It	"column, the schedule for this course reads “to be announced (TBA)” but there 
"
52	2	106	MyriadPro-It	"will NOT be any meetings announced.Classes you are registered for will appear 
"
52	2	107	MyriadPro-It	"in Canvas on the first day of class unless published earlier by your instructor. 
"
52	2	108	MyriadPro-It	"Questions? Contact your instructor at ewilliams@peralta.edu.All instructions 
"
52	2	109	MyriadPro-It	"and communications for this class will be sent to Peralta student email accounts. 
"
52	2	110	MyriadPro-It	"To access your student email account, go to www.peralta.edu and click on ""For 
"
52	2	111	MyriadPro-It	"Students"" on the left side. Then select ""Student Email” ."
52	2	112	MyriadPro-Cond	23460 Lec 1:30-4:20 PM T Grisby EV7 Laney
52	2	113	MyriadPro-It	"  Join Umoja-UBAKA Program to enroll in this AFRAM 29 class. Apply atwww.
"
52	2	114	MyriadPro-It	"laney.edu/umoja-ubaka. For more info, email laney-umojaubaka@peralta.edu. 
"
52	2	115	MyriadPro-It	AFRAM 29 and all Umoja-UBAKA classes are fully in-person.
52	2	116	MyriadPro-Bold	"**  30 AFRICAN-AMERICAN HISTORY: 
"
52	2	117	MyriadPro-Bold	AFRICA TO 18653 UNITS
52	2	118	AGaramondPro-Regular	" Survey of the experience of African-Americans from their 
"
52	2	119	AGaramondPro-Regular	origins to the end of the Civil War
52	2	120	MyriadPro-Cond	22018 Lec    Williams ONLINE Laney
52	2	121	MyriadPro-It	"  Note: This class is partially on campus at the times and in the location listed 
"
52	2	122	MyriadPro-It	"and partially online. All Laney buildings begin with L in the schedule.The online 
"
52	2	123	MyriadPro-It	"portion of the class will not have set meeting times. Classes you are registered 
"
52	2	124	MyriadPro-It	"for will appear in Canvas on the first day of class unless published earlier by 
"
52	2	125	MyriadPro-It	"your instructor. Questions? Contact your instructor at ewilliams@peralta.edu.
"
52	2	126	MyriadPro-It	"All instructions and communications for this class will be sent to Peralta student 
"
52	2	127	MyriadPro-It	"email accounts. To access your student email account, go to www.peralta.edu 
"
52	2	128	MyriadPro-It	"and click on ""For Students"" on the left side. Then select ""Student Email” ."
52	2	129	MyriadPro-Cond	22018 Lec 11:00-12:15 PM W Williams E207 Laney
52	2	130	MyriadPro-It	"  Note: This class is partially on campus at the times and in the location listed 
"
52	2	131	MyriadPro-It	"and partially online. All Laney buildings begin with L in the schedule.The online 
"
52	2	132	MyriadPro-It	"portion of the class will not have set meeting times. Classes you are registered 
"
52	2	133	MyriadPro-It	"for will appear in Canvas on the first day of class unless published earlier by 
"
52	2	134	MyriadPro-It	"your instructor. Questions? Contact your instructor at ewilliams@peralta.edu.
"
52	2	135	MyriadPro-It	"All instructions and communications for this class will be sent to Peralta student 
"
52	2	136	MyriadPro-It	"email accounts. To access your student email account, go to www.peralta.edu 
"
52	2	137	MyriadPro-It	"and click on ""For Students"" on the left side. Then select ""Student Email” ."
53	1	1	MyriadPro-Bold	"**  31 AFRICAN-AMERICAN HISTORY: 1865 
"
53	1	2	MyriadPro-Bold	TO 19453 UNITS
53	1	3	AGaramondPro-Regular	" Survey of the experience of African-Americans in the 
"
53	1	4	AGaramondPro-Regular	United States from 1865 to 1945
53	1	5	MyriadPro-Cond	21691 Lec    Grisby ONLINE Laney
53	1	6	MyriadPro-It	"  This class is a fully online course with no required on-campus or Zoom meetings.  
"
53	1	7	MyriadPro-It	"All instruction will be provided via the internet through the college learning 
"
53	1	8	MyriadPro-It	"management system Canvas. Under the days and times column, the schedule 
"
53	1	9	MyriadPro-It	"for this course reads “to be announced (TBA)” but there will NOT be any meet -
"
53	1	10	MyriadPro-It	"ings announced.Classes you are registered for will appear in Canvas on the 
"
53	1	11	MyriadPro-It	"first day of class unless published earlier by your instructor. Questions? Contact 
"
53	1	12	MyriadPro-It	"your instructor at dgrisby@peralta.edu.All instructions and communications for 
"
53	1	13	MyriadPro-It	"this class will be sent to Peralta student email accounts. To access your student 
"
53	1	14	MyriadPro-It	"email account, go to www.peralta.edu and click on ""For Students"" on the left 
"
53	1	15	MyriadPro-It	"side. Then select ""Student Email” ."
53	1	16	MyriadPro-Cond	23430 Lec    Grisby ONLINE Laney
53	1	17	MyriadPro-It	"  This class is a fully online course with no required on-campus or Zoom meetings.  
"
53	1	18	MyriadPro-It	"All instruction will be provided via the internet through the college learning 
"
53	1	19	MyriadPro-It	"management system Canvas. Under the days and times column, the schedule 
"
53	1	20	MyriadPro-It	"for this course reads “to be announced (TBA)” but there will NOT be any meet -
"
53	1	21	MyriadPro-It	"ings announced.Classes you are registered for will appear in Canvas on the 
"
53	1	22	MyriadPro-It	"first day of class unless published earlier by your instructor. Questions? Contact 
"
53	1	23	MyriadPro-It	"your instructor at dgrisby@peralta.edu.All instructions and communications for 
"
53	1	24	MyriadPro-It	"this class will be sent to Peralta student email accounts. To access your student 
"
53	1	25	MyriadPro-It	"email account, go to www.peralta.edu and click on ""For Students"" on the left 
"
53	1	26	MyriadPro-It	"side. Then select ""Student Email” ."
53	1	27	MyriadPro-Bold	**  35 WOMEN OF COLOR 3 UNITS
53	1	28	AGaramondPro-Regular	" Interdisciplinary examination of the lives of women of 
"
53	1	29	AGaramondPro-Regular	color in the U.S.
53	1	30	MyriadPro-Cond	"21852 Lec    Christenson ONLINE Laney
"
53	1	31	MyriadPro-Cond	"21852 Lec 4:00-5:50 PM W Christenson E204 Laney
"
53	1	32	MyriadPro-Cond	22182 Lec    Damarto ONLINE Laney
53	1	33	MyriadPro-Bold	"**  38 ENVIRONMENTAL RACISM AND 
"
53	1	34	MyriadPro-Bold	JUSTICE3 UNITS
53	1	35	AGaramondPro-Regular	" American and global environmental policy and ethics 
"
53	1	36	AGaramondPro-Regular	"concentrating on their impact on minorities and people 
"
53	1	37	AGaramondPro-Regular	of color
53	1	38	MyriadPro-Cond	21775 Lec    Seals ONLINE Laney
53	1	39	MyriadPro-It	"  This class is a fully online course with no required on-campus or Zoom meetings.  
"
53	1	40	MyriadPro-It	"All instruction will be provided via the internet through the college learning 
"
53	1	41	MyriadPro-It	"management system Canvas. Under the days and times column, the schedule 
"
53	1	42	MyriadPro-It	"for this course reads “to be announced (TBA)” but there will NOT be any meet -
"
53	1	43	MyriadPro-It	"ings announced.Classes you are registered for will appear in Canvas on the 
"
53	1	44	MyriadPro-It	"first day of class unless published earlier by your instructor. Questions? Contact 
"
53	1	45	MyriadPro-It	"your instructor at bseals@peralta.edu.All instructions and communications for 
"
53	1	46	MyriadPro-It	"this class will be sent to Peralta student email accounts. To access your student 
"
53	1	47	MyriadPro-It	"email account, go to www.peralta.edu and click on ""For Students"" on the left 
"
53	1	48	MyriadPro-It	"side. Then select ""Student Email” ."
53	1	49	AGaramondPro-BoldItalic	ANTHROPOLOGY ANTHR
53	1	50	MyriadPro-Bold	"**  1 INTRODUCTION TO PHYSICAL 
"
53	1	51	MyriadPro-Bold	ANTHROPOLOGY3 UNITS
53	1	52	AGaramondPro-Regular	 Study of human beings and their ancestors
53	1	53	MyriadPro-Cond	21029 Lec    Moore ONLINE Laney
53	1	54	MyriadPro-It	"  This class is a fully online course with no required on-campus or Zoom meetings.  
"
53	1	55	MyriadPro-It	"All instruction will be provided via the internet through the college learning 
"
53	1	56	MyriadPro-It	"management system Canvas. Under the days and times column, the schedule 
"
53	1	57	MyriadPro-It	"for this course reads “to be announced (TBA)” but there will NOT be any meet -
"
53	1	58	MyriadPro-It	"ings announced.Classes you are registered for will appear in Canvas on the first 
"
53	1	59	MyriadPro-It	"day of class unless published earlier by your instructor. Questions? Contact your 
"
53	1	60	MyriadPro-It	"instructor at donaldmoore@peralta.edu.All instructions and communications 
"
53	1	61	MyriadPro-It	"for this class will be sent to Peralta student email accounts. To access your 
"
53	1	62	MyriadPro-It	"student email account, go to www.peralta.edu and click on ""For Students"" on 
"
53	1	63	MyriadPro-It	"the left side. Then select ""Student Email” ."
53	1	64	MyriadPro-Cond	21855 Lec 10:30-11:45 AM M W Moore A271 Laney
53	1	65	MyriadPro-It	  Note: This class will be on the Laney campus at the times and in the location 
53	2	66	MyriadPro-It	"listed. All Laney buildings begin with L in the schedule.Classes you are registered 
"
53	2	67	MyriadPro-It	"for will appear in the Canvas course management system on the first day of class 
"
53	2	68	MyriadPro-It	"unless published earlier by your instructor. Questions? Contact your instructor at 
"
53	2	69	MyriadPro-It	"donaldmoore@peralta.edu.All instructions and communications for this class 
"
53	2	70	MyriadPro-It	"will be sent to Peralta student email accounts. To access your student email 
"
53	2	71	MyriadPro-It	"account, go to www.peralta.edu and click on ""For Students"" on the left side. 
"
53	2	72	MyriadPro-It	"Then select ""Student Email” ."
53	2	73	MyriadPro-Cond	23821 Lec 10:30-11:45 AM T Th  Olson A271 Laney
53	2	74	MyriadPro-It	"  Note: This class will be on the Laney campus at the times and in the location 
"
53	2	75	MyriadPro-It	"listed. All Laney buildings begin with L in the schedule.Classes you are registered 
"
53	2	76	MyriadPro-It	"for will appear in the Canvas course management system on the first day of class 
"
53	2	77	MyriadPro-It	"unless published earlier by your instructor. Questions? Contact your instructor at 
"
53	2	78	MyriadPro-It	"kolson@peralta.edu.All instructions and communications for this class will be 
"
53	2	79	MyriadPro-It	"sent to Peralta student email accounts. To access your student email account, 
"
53	2	80	MyriadPro-It	"go to www.peralta.edu and click on ""For Students"" on the left side. Then select 
"
53	2	81	MyriadPro-It	"""Student Email” ."
53	2	82	MyriadPro-Bold	"**  1L PHYSICAL ANTHROPOLOGY 
"
53	2	83	MyriadPro-Bold	LABORATORY1 UNIT
53	2	84	AGaramondPro-Regular	 Adjunct laboratory to ANTHR 1
53	2	85	MyriadPro-Regular	 PREREQUISITE OR COREQUISITE: ANTHR 1
53	2	86	MyriadPro-Cond	21857 Lab    Olson ONLINE Laney
53	2	87	MyriadPro-It	"  This lecture section for this course is fully online with no required on-campus 
"
53	2	88	MyriadPro-It	"or Zoom meetings.  All instruction will be provided via the internet through 
"
53	2	89	MyriadPro-It	"the college learning management system Canvas. Under the days and times 
"
53	2	90	MyriadPro-It	"column, the schedule for this course reads “to be announced (TBA)” but there 
"
53	2	91	MyriadPro-It	"will NOT be any meetings announced.Classes you are registered for will appear 
"
53	2	92	MyriadPro-It	"in Canvas on the first day of class unless published earlier by your instructor. 
"
53	2	93	MyriadPro-It	"Questions? Contact your instructor at kolson@peralta.edu.All instructions and 
"
53	2	94	MyriadPro-It	"communications for this class will be sent to Peralta student email accounts. 
"
53	2	95	MyriadPro-It	"To access your student email account, go to www.peralta.edu and click on ""For 
"
53	2	96	MyriadPro-It	"Students"" on the left side. Then select ""Student Email” ."
53	2	97	MyriadPro-Cond	23822 Lab 12:00-1:50 PM T Th  Olson A271 Laney
53	2	98	MyriadPro-It	"  Note: This lab section for this course will be on the Laney campus at the times and 
"
53	2	99	MyriadPro-It	"in the location listed. All Laney buildings begin with L in the schedule.Classes you 
"
53	2	100	MyriadPro-It	"are registered for will appear in the Canvas course management system on the 
"
53	2	101	MyriadPro-It	"first day of class unless published earlier by your instructor. Questions? Contact 
"
53	2	102	MyriadPro-It	"your instructor at kolson@peralta.edu.All instructions and communications for 
"
53	2	103	MyriadPro-It	"this class will be sent to Peralta student email accounts. To access your student 
"
53	2	104	MyriadPro-It	"email account, go to www.peralta.edu and click on ""For Students"" on the left 
"
53	2	105	MyriadPro-It	"side. Then select ""Student Email” ."
53	2	106	MyriadPro-Bold	"**  3 INTRODUCTION TO SOCIAL AND 
"
53	2	107	MyriadPro-Bold	CUL TURAL ANTHROPOLOGY3 UNITS
53	2	108	AGaramondPro-Regular	" Cross-cultural analysis of social and cultural factors of 
"
53	2	109	AGaramondPro-Regular	human behavior in the recent past and present
53	2	110	MyriadPro-Cond	21774 Lec    Moore ONLINE Laney
53	2	111	MyriadPro-It	"  This class is a fully online course with no required on-campus or Zoom meetings.  
"
53	2	112	MyriadPro-It	"All instruction will be provided via the internet through the college learning 
"
53	2	113	MyriadPro-It	"management system Canvas. Under the days and times column, the schedule 
"
53	2	114	MyriadPro-It	"for this course reads “to be announced (TBA)” but there will NOT be any meet -
"
53	2	115	MyriadPro-It	"ings announced.Classes you are registered for will appear in Canvas on the first 
"
53	2	116	MyriadPro-It	"day of class unless published earlier by your instructor. Questions? Contact your 
"
53	2	117	MyriadPro-It	"instructor at donaldmoore@peralta.edu.All instructions and communications 
"
53	2	118	MyriadPro-It	"for this class will be sent to Peralta student email accounts. To access your 
"
53	2	119	MyriadPro-It	"student email account, go to www.peralta.edu and click on ""For Students"" on 
"
53	2	120	MyriadPro-It	"the left side. Then select ""Student Email” ."
53	2	121	MyriadPro-Bold	**  7 MAGIC, RELIGION AND WITCHCRAFT 3 UNITS
53	2	122	AGaramondPro-Regular	" Comparative study of religion, magic, and supernatural 
"
53	2	123	AGaramondPro-Regular	beliefs and practices
53	2	124	MyriadPro-Cond	21490 Lec    Moore ONLINE Laney
53	2	125	MyriadPro-It	"  This class is a fully online course with no required on-campus or Zoom meetings.  
"
53	2	126	MyriadPro-It	"All instruction will be provided via the internet through the college learning 
"
53	2	127	MyriadPro-It	"management system Canvas. Under the days and times column, the schedule 
"
53	2	128	MyriadPro-It	"for this course reads “to be announced (TBA)” but there will NOT be any meet -
"
53	2	129	MyriadPro-It	"ings announced.Classes you are registered for will appear in Canvas on the first 
"
53	2	130	MyriadPro-It	"day of class unless published earlier by your instructor. Questions? Contact your 
"
53	2	131	MyriadPro-It	"instructor at donaldmoore@peralta.edu.All instructions and communications 
"
53	2	132	MyriadPro-It	"for this class will be sent to Peralta student email accounts. To access your 
"
53	2	133	MyriadPro-It	"student email account, go to www.peralta.edu and click on ""For Students"" on 
"
53	2	134	MyriadPro-It	"the left side. Then select ""Student Email” ."
54	1	1	AGaramondPro-BoldItalic	ARCHITECTURE ARCH
54	1	2	MyriadPro-Bold	"**  13 ARCHITECTURAL DRAFTING AND 
"
54	1	3	MyriadPro-Bold	DESIGN I4 UNITS
54	1	4	AGaramondPro-Regular	 Two-and three-dimensional basic design principles
54	1	5	MyriadPro-Regular	 PREREQUISITE:  A/ET 211
54	1	6	MyriadPro-Cond	21300 Lab 10:00-12:50 PM M W Yu G239 Laney
54	1	7	MyriadPro-It	"  Note: This class will be on the Laney campus at the times and in the location 
"
54	1	8	MyriadPro-It	"listed. All Laney buildings begin with L in the schedule.Classes you are registered 
"
54	1	9	MyriadPro-It	"for will appear in the Canvas course management system on the first day of class 
"
54	1	10	MyriadPro-It	"unless published earlier by your instructor. Questions? Contact your instructor 
"
54	1	11	MyriadPro-It	"at byu@peralta.edu.All instructions and communications for this class will be 
"
54	1	12	MyriadPro-It	"sent to Peralta student email accounts. To access your student email account, 
"
54	1	13	MyriadPro-It	"go to www.peralta.edu and click on ""For Students"" on the left side. Then select 
"
54	1	14	MyriadPro-It	"""Student Email” ."
54	1	15	MyriadPro-Cond	  Lec 9:00-9:50 AM M W Yu G239 Laney
54	1	16	MyriadPro-Bold	"**  23 ARCHITECTURAL DRAFTING AND 
"
54	1	17	MyriadPro-Bold	DESIGN II4 UNITS
54	1	18	AGaramondPro-Regular	 Continuation of ARCH 13
54	1	19	MyriadPro-Regular	 PREREQUISITE:  A/ET 13
54	1	20	MyriadPro-Cond	21302 Lab 10:00-12:50 PM M W Yu G239 Laney
54	1	21	MyriadPro-It	"  Note: This class will be on the Laney campus at the times and in the location 
"
54	1	22	MyriadPro-It	"listed. All Laney buildings begin with L in the schedule.Classes you are registered 
"
54	1	23	MyriadPro-It	"for will appear in the Canvas course management system on the first day of class 
"
54	1	24	MyriadPro-It	"unless published earlier by your instructor. Questions? Contact your instructor 
"
54	1	25	MyriadPro-It	"at byu@peralta.edu.All instructions and communications for this class will be 
"
54	1	26	MyriadPro-It	"sent to Peralta student email accounts. To access your student email account, 
"
54	1	27	MyriadPro-It	"go to www.peralta.edu and click on ""For Students"" on the left side. Then select 
"
54	1	28	MyriadPro-It	"""Student Email” ."
54	1	29	MyriadPro-Cond	  Lec 9:00-9:50 AM M W Yu G239 Laney
54	1	30	MyriadPro-Bold	"*  33 ARCHITECTURAL DRAFTING AND 
"
54	1	31	MyriadPro-Bold	DESIGN III4 UNITS
54	1	32	AGaramondPro-Regular	 Continuation of ARCH 23
54	1	33	MyriadPro-Regular	 PREREQUISITE:  A/ET 23
54	1	34	MyriadPro-Cond	21304 Lab 10:00-12:50 PM M W Yu G239 Laney
54	1	35	MyriadPro-It	"  Note: This class will be on the Laney campus at the times and in the location 
"
54	1	36	MyriadPro-It	"listed. All Laney buildings begin with L in the schedule.Classes you are registered 
"
54	1	37	MyriadPro-It	"for will appear in the Canvas course management system on the first day of class 
"
54	1	38	MyriadPro-It	"unless published earlier by your instructor. Questions? Contact your instructor 
"
54	1	39	MyriadPro-It	"at byu@peralta.edu.All instructions and communications for this class will be 
"
54	1	40	MyriadPro-It	"sent to Peralta student email accounts. To access your student email account, 
"
54	1	41	MyriadPro-It	"go to www.peralta.edu and click on ""For Students"" on the left side. Then select 
"
54	1	42	MyriadPro-It	"""Student Email” ."
54	1	43	MyriadPro-Cond	  Lec 9:00-9:50 AM M W Yu G239 Laney
54	1	44	MyriadPro-Bold	"**  35 PERSPECTIVE, SHADES AND 
"
54	1	45	MyriadPro-Bold	SHADOWS I2 UNITS
54	1	46	AGaramondPro-Regular	" Development of skills in preparing three-dimensional 
"
54	1	47	AGaramondPro-Regular	linear illustrations
54	1	48	MyriadPro-Regular	 PREREQUISITE:  A/ET 211
54	1	49	MyriadPro-SemiboldCond	23684 Lab 7:00-9:50 PM Th Miller G239 Laney
54	1	50	MyriadPro-It	"  Note: This class will be on the Laney campus at the times and in the location 
"
54	1	51	MyriadPro-It	"listed. All Laney buildings begin with L in the schedule.Classes you are registered 
"
54	1	52	MyriadPro-It	"for will appear in the Canvas course management system on the first day of class 
"
54	1	53	MyriadPro-It	"unless published earlier by your instructor. Questions? Contact your instructor at 
"
54	1	54	MyriadPro-It	"cmiller@peralta.edu.All instructions and communications for this class will be 
"
54	1	55	MyriadPro-It	"sent to Peralta student email accounts. To access your student email account, 
"
54	1	56	MyriadPro-It	"go to www.peralta.edu and click on ""For Students"" on the left side. Then select 
"
54	1	57	MyriadPro-It	"""Student Email” ."
54	1	58	MyriadPro-SemiboldCond	  Lec 6:00-6:50 PM Th Miller G239 Laney
54	1	59	MyriadPro-Bold	"*  43 ARCHITECTURAL DRAFTING AND 
"
54	1	60	MyriadPro-Bold	DESIGN IV4 UNITS
54	1	61	AGaramondPro-Regular	 Continuation of ARCH 33
54	1	62	MyriadPro-Regular	 PREREQUISITE:  A/ET 33
54	1	63	MyriadPro-Cond	21306 Lab 10:00-12:50 PM M W Yu G239 Laney
54	2	64	MyriadPro-It	"  Note: This class will be on the Laney campus at the times and in the location 
"
54	2	65	MyriadPro-It	"listed. All Laney buildings begin with L in the schedule.Classes you are registered 
"
54	2	66	MyriadPro-It	"for will appear in the Canvas course management system on the first day of class 
"
54	2	67	MyriadPro-It	"unless published earlier by your instructor. Questions? Contact your instructor 
"
54	2	68	MyriadPro-It	"at byu@peralta.edu.All instructions and communications for this class will be 
"
54	2	69	MyriadPro-It	"sent to Peralta student email accounts. To access your student email account, 
"
54	2	70	MyriadPro-It	"go to www.peralta.edu and click on ""For Students"" on the left side. Then select 
"
54	2	71	MyriadPro-It	"""Student Email” ."
54	2	72	MyriadPro-Cond	  Lec 9:00-9:50 AM M W Yu G239 Laney
