page	col	index	font	text
46	1	42	MyriadPro-It	"  02/12/2024-05/25/2024 This class is 100% online with no mandatory sched -
"
46	1	43	MyriadPro-It	"uled Zoom meetings. Instruction will be provided through the college learning 
"
46	1	44	MyriadPro-It	"management system Canvas and Zoom software. On the course start date, 
"
46	1	45	MyriadPro-It	"log into Canvas to begin. Please contact instructor at dleitner@peralta.edu for 
"
46	1	46	MyriadPro-It	"more information. All instructions and communications for this class will be 
"
46	1	47	MyriadPro-It	"sent to Peralta student email accounts. To access your student email account, 
"
46	1	48	MyriadPro-It	"go to www.peralta.edu and click on ""For Students"" on the left side. Then select 
"
46	1	49	MyriadPro-It	"""Student Email"" . Cost Cutter Alert: This course section uses only zero-cost course 
"
46	1	50	MyriadPro-It	"materials. Course materials are provided digitally free of charge. Printed materi -
"
46	1	51	MyriadPro-It	als are sometimes available for purchase.
46	1	52	MyriadPro-Regular	23306 Lec   Leitner ONLINE Alameda
46	1	53	MyriadPro-It	"  05/28/2023-06/15/2023 Spring Intersession Course. This class is 100% online 
"
46	1	54	MyriadPro-It	"with no mandatory scheduled Zoom meetings. Instruction will be provided 
"
46	1	55	MyriadPro-It	"through the college learning management system Canvas and Zoom software. 
"
46	1	56	MyriadPro-It	"On the course start date, log into Canvas to begin. Please contact instructor at 
"
46	1	57	MyriadPro-It	"dleitner@peralta.edu for more information. All instructions and communica -
"
46	1	58	MyriadPro-It	"tions for this class will be sent to Peralta student email accounts. To access your 
"
46	1	59	MyriadPro-It	"student email account, go to www.peralta.edu and click on ""For Students"" on 
"
46	1	60	MyriadPro-It	"the left side. Then select ""Student Email"" ."
46	1	61	MyriadPro-Bold	**  7 MAGIC, RELIGION AND WITCHCRAFT 3 UNITS
46	1	62	AGaramondPro-Regular	" Comparative study of religion, magic, and supernatural 
"
46	1	63	AGaramondPro-Regular	beliefs and practices
46	1	64	MyriadPro-Regular	20724 Lec   Buyagawan 
46	1	65	MyriadPro-Cond	ONLINE
46	1	66	MyriadPro-Regular	 Alameda
46	1	67	MyriadPro-It	"  This class is 100% online with no mandatory scheduled Zoom meetings. 
"
46	1	68	MyriadPro-It	"Instruction will be provided through the college learning management system 
"
46	1	69	MyriadPro-It	"Canvas and Zoom software. On the course start date, log into Canvas to begin. 
"
46	1	70	MyriadPro-It	"Please contact instructor at nbuyagawan@peralta.edu for more information. 
"
46	1	71	MyriadPro-It	"All instructions and communications for this class will be sent to Peralta student 
"
46	1	72	MyriadPro-It	"email accounts. To access your student email account, go to www.peralta.edu 
"
46	1	73	MyriadPro-It	"and click on ""For Students"" on the left side. Then select ""Student Email"" . Cost 
"
46	1	74	MyriadPro-It	"Cutter Alert: This course section uses only zero-cost course materials. Course 
"
46	1	75	MyriadPro-It	"materials are provided digitally free of charge. Printed materials are sometimes 
"
46	1	76	MyriadPro-It	available for purchase.
46	2	77	MyriadPro-Bold	"**  19 ANTHROPOLOGY OF SEX AND 
"
46	2	78	MyriadPro-Bold	GENDER3 UNITS
46	2	79	AGaramondPro-Regular	" Formation of sexual and gender identities from a cross-
"
46	2	80	AGaramondPro-Regular	cultural, cross-societal perspective
46	2	81	MyriadPro-Regular	23012 Lec   Sodhy-Gereben 
46	2	82	MyriadPro-Cond	ONLINE
46	2	83	MyriadPro-Regular	 Alameda
46	2	84	MyriadPro-It	"  02/12/2024-05/25/2024 This class is 100% online with required, regularly 
"
46	2	85	MyriadPro-It	"scheduled Zoom meetings on Wednesdays 6:00-7:30pm, with the remaining 
"
46	2	86	MyriadPro-It	"instruction hours asynchronous online. Instruction will be provided through the 
"
46	2	87	MyriadPro-It	"college learning management system Canvas and Zoom software. On the course 
"
46	2	88	MyriadPro-It	"start date, log into Canvas to begin. Please contact instructor at isodhygereben@
"
46	2	89	MyriadPro-It	"peralta.edu for more information. All instructions and communications for this 
"
46	2	90	MyriadPro-It	"class will be sent to Peralta student email accounts. To access your student email 
"
46	2	91	MyriadPro-It	"account, go to www.peralta.edu and click on ""For Students"" on the left side. Then 
"
46	2	92	MyriadPro-It	"select ""Student Email"" . Cost Cutter Alert: This course section uses only zero-cost 
"
46	2	93	MyriadPro-It	"course materials. Course materials are provided digitally free of charge. Printed 
"
46	2	94	MyriadPro-It	materials are sometimes available for purchase.
46	2	95	MyriadPro-Semibold	23012 Lec 6:00-7:30 PM W 
46	2	96	MyriadPro-SemiboldCond	Sodhy-Gereben
46	2	97	MyriadPro-SemiboldCond	ONLINE
46	2	98	MyriadPro-SemiboldCond	Alameda
46	2	99	MyriadPro-It	"  02/12/2024-05/25/2024 This class is 100% online with required, regularly 
"
46	2	100	MyriadPro-It	"scheduled Zoom meetings on Wednesdays 6:00-7:30pm, with the remaining 
"
46	2	101	MyriadPro-It	"instruction hours asynchronous online. Instruction will be provided through the 
"
46	2	102	MyriadPro-It	"college learning management system Canvas and Zoom software. On the course 
"
46	2	103	MyriadPro-It	"start date, log into Canvas to begin. Please contact instructor at isodhygereben@
"
46	2	104	MyriadPro-It	"peralta.edu for more information. All instructions and communications for this 
"
46	2	105	MyriadPro-It	"class will be sent to Peralta student email accounts. To access your student email 
"
46	2	106	MyriadPro-It	"account, go to www.peralta.edu and click on ""For Students"" on the left side. Then 
"
46	2	107	MyriadPro-It	"select ""Student Email"" . Cost Cutter Alert: This course section uses only zero-cost 
"
46	2	108	MyriadPro-It	"course materials. Course materials are provided digitally free of charge. Printed 
"
46	2	109	MyriadPro-It	materials are sometimes available for purchase.
46	2	110	AGaramondPro-BoldItalic	"APPAREL DESIGN AND 
"
46	2	111	AGaramondPro-BoldItalic	MERCHANDISINGADAM
46	2	112	MyriadPro-Bold	**  101 APPAREL TEXTILES 2 UNITS
46	2	113	AGaramondPro-Regular	 Introduction to the components of fabrics
46	2	114	MyriadPro-Regular	20609 Lec 12:00-1:50 PM F Piazza 
46	2	115	MyriadPro-Cond	ONLINE
46	2	116	MyriadPro-Regular	 Alameda
46	2	117	MyriadPro-It	"  This class is 100% online with required, regularly scheduled Zoom meetings on 
"
46	2	118	MyriadPro-It	"Fridays 12:00-1:50pm. Instruction will be provided through the college learning 
"
46	2	119	MyriadPro-It	"management system Canvas and Zoom software. On the course start date, 
"
46	2	120	MyriadPro-It	"log into Canvas to begin. Please contact instructor at dpiazza@peralta.edu for 
"
46	2	121	MyriadPro-It	"more information. All instructions and communications for this class will be 
"
46	2	122	MyriadPro-It	"sent to Peralta student email accounts. To access your student email account, 
"
46	2	123	MyriadPro-It	"go to www.peralta.edu and click on ""For Students"" on the left side. Then select 
"
46	2	124	MyriadPro-It	"""Student Email"" ."
46	2	125	MyriadPro-Bold	*  111 APPAREL DESIGN AND SKETCHING I 2 UNITS
46	2	126	AGaramondPro-Regular	" Survey of the structure and relationship of the three major 
"
46	2	127	AGaramondPro-Regular	"divisions of the apparel industry – raw materials produc -
"
46	2	128	AGaramondPro-Regular	tion, design and manufacturing, and retail merchandising
46	2	129	MyriadPro-Regular	23873 Lab 8:30-9:45 AM T Th  Paredes -OHS Alameda
46	2	130	MyriadPro-It	"  Dual Enrollment Class at Oakland High School. This class is partially online 
"
46	2	131	MyriadPro-It	"with scheduled on-campus meetings on MTH 8:30-9:45am. Instruction will be 
"
46	2	132	MyriadPro-It	"provided through the college learning management system Canvas and Zoom 
"
46	2	133	MyriadPro-It	"software. On the course start date, log into Canvas to begin. Please contact 
"
46	2	134	MyriadPro-It	"instructor at jparedes@peralta.edu for more information. All instructions and 
"
46	2	135	MyriadPro-It	"communications for this class will be sent to Peralta student email accounts. 
"
46	2	136	MyriadPro-It	"To access your student email account, go to www.peralta.edu and click on ""For 
"
46	2	137	MyriadPro-It	"Students"" on the left side. Then select ""Student Email"" ."
46	2	138	MyriadPro-Regular	  Lec   Paredes 
46	2	139	MyriadPro-Cond	HYBRID
46	2	140	MyriadPro-Regular	 Alameda
46	2	141	MyriadPro-Bold	*  113 APPAREL DESIGN AND SKETCHING II 2 UNITS
46	2	142	AGaramondPro-Regular	 Continuation of ADAM 111
46	2	143	MyriadPro-Regular	20608 Lab 9:00-11:50 AM F Piazza 
46	2	144	MyriadPro-Cond	ONLINE
46	2	145	MyriadPro-Regular	 Alameda
46	2	146	MyriadPro-It	"  This class is 100% online with required, regularly scheduled Zoom meetings on 
"
46	2	147	MyriadPro-It	"Fridays 8:00-11:50am. Instruction will be provided through the college learning 
"
46	2	148	MyriadPro-It	"management system Canvas and Zoom software. On the course start date, 
"
46	2	149	MyriadPro-It	"log into Canvas to begin. Please contact instructor at dpiazza@peralta.edu for 
"
46	2	150	MyriadPro-It	"more information. All instructions and communications for this class will be 
"
46	2	151	MyriadPro-It	"sent to Peralta student email accounts. To access your student email account, 
"
46	2	152	MyriadPro-It	"go to www.peralta.edu and click on ""For Students"" on the left side. Then select 
"
46	2	153	MyriadPro-It	"""Student Email"" .uled Zoom meetings on Fridays 11:00-12:50pm, with the remaining instruction 
"
47	1	1	MyriadPro-Regular	  Lec 8:00-8:50 AM F Piazza 
47	1	2	MyriadPro-Cond	ONLINE
47	1	3	MyriadPro-Regular	" Alameda
"
47	1	4	MyriadPro-Regular	23875 Lab 2:10-3:25 PM T Th  Paredes 
47	1	5	MyriadPro-Cond	HYBRID
47	1	6	MyriadPro-Regular	 Alameda
47	1	7	MyriadPro-It	"  Dual Enrollment Class at Oakland Technical High School. This class is partially 
"
47	1	8	MyriadPro-It	"online with scheduled on-campus meetings on Mondays 2:00-2:50am. Instruc-
"
47	1	9	MyriadPro-It	"tion will be provided through the college learning management system Canvas 
"
47	1	10	MyriadPro-It	"and Zoom software. On the course start date, log into Canvas to begin. Please 
"
47	1	11	MyriadPro-It	"contact instructor at jparedes@peralta.edu for more information. All instruc -
"
47	1	12	MyriadPro-It	"tions and communications for this class will be sent to Peralta student email 
"
47	1	13	MyriadPro-It	"accounts. To access your student email account, go to www.peralta.edu and 
"
47	1	14	MyriadPro-It	"click on ""For Students"" on the left side. Then select ""Student Email"" ."
47	1	15	MyriadPro-Regular	  Lec 2:00-2:50 PM M Paredes -OTHS Alameda
47	1	16	MyriadPro-Bold	*  132 APPAREL CONSTRUCTION II 4 UNITS
47	1	17	AGaramondPro-Regular	 Continuation of ADAM 131
47	1	18	MyriadPro-Regular	" PREREQUISITE: ADAM 131
"
47	1	19	MyriadPro-Regular	20606 Lab 10:00-3:50 PM W Piazza H305 Alameda
47	1	20	MyriadPro-It	"  This class is on-campus and meets physically in-person on Wednesdays 8:00-
"
47	1	21	MyriadPro-It	"3:50pm. Please contact instructor at dpiazza@peralta.edu for more information. 
"
47	1	22	MyriadPro-It	Canvas usage or other digital learning tools may apply.
47	1	23	MyriadPro-Regular	  Lec 8:00-9:50 AM W Piazza H305 Alameda
47	1	24	MyriadPro-Bold	"  215 ADVANCED DESIGN AND LINE 
"
47	1	25	MyriadPro-Bold	DEVELOPMENT II4 UNITS
47	1	26	AGaramondPro-Regular	 Continuation of ADAM 214
47	1	27	MyriadPro-Regular	" PREREQUISITE: ADAM 214
"
47	1	28	MyriadPro-Regular	20598 Lab 10:00-3:50 PM Th Roundtree H308 Alameda
47	1	29	MyriadPro-It	"  This class is on-campus and meets physically in-person on Thursdays 8:00-
"
47	1	30	MyriadPro-It	"3:50pm. Please contact instructor at oroundtree@peralta.edu for more informa -
"
47	1	31	MyriadPro-It	tion. Canvas usage or other digital learning tools may apply.
47	1	32	MyriadPro-Regular	  Lec 8:00-9:50 AM Th Roundtree H308 Alameda
47	1	33	MyriadPro-Bold	"  217 PRODUCTION PATTERN AND SIZE 
"
47	1	34	MyriadPro-Bold	GRADING II2 UNITS
47	1	35	AGaramondPro-Regular	 Continuation of ADAM 216
47	1	36	MyriadPro-Regular	20600 Lab 9:00-11:50 AM T Piazza H302 Alameda
47	1	37	MyriadPro-It	"  This class is on-campus and meets physically in-person on Tuesdays 8:00-
"
47	1	38	MyriadPro-It	"11:50am. Please contact instructor at dpiazza@peralta.edu for more informa -
"
47	1	39	MyriadPro-It	tion. Canvas usage or other digital learning tools may apply.
47	1	40	MyriadPro-Regular	  Lec 8:00-8:50 AM T Piazza H302 Alameda
47	1	41	MyriadPro-Bold	  222 PATTERN DRAFTING II 4 UNITS
47	1	42	AGaramondPro-Regular	 Continuation of ADAM 221
47	1	43	MyriadPro-Regular	" PREREQUISITE: ADAM 221
"
47	1	44	MyriadPro-Regular	20602 Lab 10:00-3:50 PM M Roundtree H308 Alameda
47	1	45	MyriadPro-It	"  This class is on-campus and meets physically in-person on Mondays 8:00-
"
47	1	46	MyriadPro-It	"3:50pm. Please contact instructor at ojroundtree@peralta.edu for more infor -
"
47	1	47	MyriadPro-It	mation. Canvas usage or other digital learning tools may apply.
